BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
5,2975,27,5029750027,5029750027,501,,FLETCHER STREET,FLETCHER STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,963480,162165,40.611758,-74.074807,POINT (-74.074807 40.611758)
4,15480,950,4154800950,4154800950,414,,100 PLACE,100 PLACE,BROAD CHANNEL,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1034537,158703,40.602137,-73.818908,POINT (-73.818908 40.602137)
1,473,38,1004730038,1004730038,102,417,BROOME STREET,417 BROOME STREET,LAFAYETTE AND BROOME SUBSTATION,NYCTA,862,TRANSIT SUBSTATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,984623,201949,40.72098,-73.998654,POINT (-73.998654 40.72098)
3,8616,1,3086160001,3086160001,318,,WHITMAN DRIVE,WHITMAN DRIVE,WASTEWATER PUMPING STATION,DEP,1112,WASTEWATER PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1011082,162043,40.611407,-73.90336,POINT (-73.90336 40.611407)
4,12027,49,4120270049,4120270049,412,119-01,146 STREET,119-01 146 STREET,FHA REPOSSESSED HOUSES GROUP 5,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1041479,186622,40.678726,-73.793672,POINT (-73.793672 40.678726)
3,2670,1,3026700001,3026700001,301,50,BEDFORD AVENUE,50 BEDFORD AVENUE,AUTOMOTIVE TRADES VOC HS,EDUC,214,VOCATIONAL HIGH SCHOOL,C,1,2,EDUCATIONAL USE,,,,997220,202213,40.721695,-73.953209,POINT (-73.953209 40.721695)
2,2977,103,2029770103,2029770103,203,910,EAST  172 STREET,910 EAST  172 STREET,CASA BORICUA SENIOR CENTER,AGING,752,SENIOR CENTER,P,1,5,HEALTH & SOCIAL SERVICES USE,L,,,1014630,243112,40.83391,-73.890215,POINT (-73.890215 40.83391)
4,893,200,4008930200,4008930200,401,,19 STREET,19 STREET,RAPELJE CEMETERY,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1007911,224607,40.783139,-73.914561,POINT (-73.914561 40.783139)
3,45,1,3000450001,3000450001,302,7,PROSPECT STREET,7 PROSPECT STREET,BROOKLYN BRIDGE-THE ANCHORAGE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,986706,194862,40.701528,-73.991142,POINT (-73.991142 40.701528)
4,16287,1,4162870001,4162870001,484,,BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1022043,148966,40.575473,-73.863955,POINT (-73.863955 40.575473)
1,16,1,1000160001,1000160001,101,,PIER A,PIER A,PIER A / MARINE UNIT #1,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,979250,195800,40.704101,-74.018033,POINT (-74.018033 40.704101)
5,4791,54,5047910054,5047910054,503,,FOXBEACH AVENUE,FOXBEACH AVENUE,,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952919,140044,40.551009,-74.112742,POINT (-74.112742 40.551009)
5,3759,1,5037590001,5037590001,502,,SEAVER AVENUE,SEAVER AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959510,150289,40.57915,-74.089062,POINT (-74.089062 40.57915)
3,4585,155,3045850155,3045850155,305,,VANDALIA AVENUE,VANDALIA AVENUE,SPRING CREEK PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1023444,179765,40.660004,-73.858733,POINT (-73.858733 40.660004)
4,11925,82,4119250082,4119250082,412,139-10,109 ROAD,139-10 109 ROAD,FHA 8,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1038208,189377,40.686309,-73.805443,POINT (-73.805443 40.686309)
4,11900,100,4119000100,4119000100,410,,NASSAU EXPRESSWAY,NASSAU EXPRESSWAY,NASSAU FREEWAY,DEP,1110,POLLUTION CONTROL FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1037308,181217,40.663917,-73.808752,POINT (-73.808752 40.663917)
2,2947,18,2029470018,2029470018,206,1932,ARTHUR AVENUE,1932 ARTHUR AVENUE,BERGEN BLDG/NYC MUNICIPAL BLDG,NYPD,110,AGENCY EXECUTIVE OFFICE,C,1,1,OFFICE USE,,,,1013922,247408,40.845703,-73.892755,POINT (-73.892755 40.845703)
5,5799,41,5057990041,5057990041,503,,ROSALIE AVENUE,ROSALIE AVENUE,ARDEN HEIGHTS WOODS  R-120,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,930245,143531,40.560471,-74.19436,POINT (-74.19436 40.560471)
4,1790,1,4017900001,4017900001,407,32-11,HARPER STREET,32-11 HARPER STREET,HARPER STREET YARD,DOT,1312,TRAINING FACILITY - OUTDOOR,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1028220,217856,40.764532,-73.841271,POINT (-73.841271 40.764532)
4,13864,9,4138640009,4138640009,413,,BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,HOOK CREEK WILDLIFE SANCTUARY,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1055563,173689,40.643126,-73.743032,POINT (-73.743032 40.643126)
5,7757,55,5077570055,5077570055,503,,CALCUTTA STREET,CALCUTTA STREET,LONG POND PARK ADDITION  R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921156,125364,40.510546,-74.226901,POINT (-74.226901 40.510546)
5,6,14,5000060014,5000060014,501,100,CENTRAL AVENUE,100 CENTRAL AVENUE,STATEN ISLAND FAMILY RESIDENCE CENTER,DHS,736,TRANSITIONAL HOUSING - FAMILY,C,1,5,HEALTH & SOCIAL SERVICES USE,,,,962939,172130,40.639108,-74.076787,POINT (-74.076787 40.639108)
5,4754,60,5047540060,5047540060,503,26,KISSAM AVENUE,26 KISSAM AVENUE,,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952690,142014,40.556415,-74.113575,POINT (-74.113575 40.556415)
3,4536,29,3045360029,3045360029,305,,WORTMAN AVENUE,WORTMAN AVENUE,,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1022979,181627,40.665116,-73.860399,POINT (-73.860399 40.665116)
2,5076,21,2050760021,2050760021,212,4550,CARPENTER AVENUE,4550 CARPENTER AVENUE,PS 16 JOP PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1024432,267857,40.901788,-73.854646,POINT (-73.854646 40.901788)
5,6567,1,5065670001,5065670001,503,,STECHER STREET,STECHER STREET,ARBUTUS CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,932166,132752,40.530896,-74.187363,POINT (-74.187363 40.530896)
5,3759,53,5037590053,5037590053,502,,GRIMSBY STREET,GRIMSBY STREET,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959428,150134,40.578725,-74.089357,POINT (-74.089357 40.578725)
4,2364,23,4023640023,4023640023,405,,60 STREET,60 STREET,MAURICE PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1010618,204427,40.727743,-73.904865,POINT (-73.904865 40.727743)
3,8470,1350,3084701350,3084701350,318,,AVENUE Y,AVENUE Y,JOSEPH T MCGUIRE PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1012184,162860,40.613646,-73.899388,POINT (-73.899388 40.613646)
4,9266,41,4092660041,4092660041,409,,120 STREET,120 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1031279,195126,40.702128,-73.830387,POINT (-73.830387 40.702128)
1,2088,84,1020880084,1020880084,109,611-9,WEST  141 STREET,611-9 WEST  141 STREET,,HPD,1400,RESIDENTIAL,C,2,9,PROPERTY WITH RESIDENTIAL USE,,D,,997236,239654,40.824461,-73.953079,POINT (-73.953079 40.824461)
4,15851,59,4158510059,4158510059,414,,BEACH   43 STREET,BEACH   43 STREET,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046943,155554,40.593415,-73.774261,POINT (-73.774261 40.593415)
3,4443,1,3044430001,3044430001,305,,FLATLANDS AVENUE,FLATLANDS AVENUE,SPRING CREEK PARK,PARKS,474,UNDEVELOPED OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1017872,177955,40.655059,-73.878826,POINT (-73.878826 40.655059)
5,5799,1,5057990001,5057990001,503,,ROCHESTER STREET,ROCHESTER STREET,ARDEN HEIGHTS WOODS  R-120,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,930182,143609,40.560685,-74.194587,POINT (-74.194587 40.560685)
3,3241,68,3032410068,3032410068,304,1139,BROADWAY,1139 BROADWAY,P.S. 274 PLAYGROUND,EDUC,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1004015,191975,40.693582,-73.928725,POINT (-73.928725 40.693582)
3,3497,2,3034970002,3034970002,316,1470,EAST NEW YORK AVENUE,1470 EAST NEW YORK AVENUE,73RD PRECINCT,NYPD,510,POLICE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1008277,183618,40.670633,-73.913386,POINT (-73.913386 40.670633)
5,7762,13,5077620013,5077620013,503,,EUGENE STREET,EUGENE STREET,LONG POND PARK ADDITION-R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920581,126009,40.512313,-74.228975,POINT (-74.228975 40.512313)
5,185,130,5001850130,5001850130,501,,RICHMOND TERRACE,RICHMOND TERRACE,BLISSENBACH MARINA,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,950597,173010,40.641485,-74.121262,POINT (-74.121262 40.641485)
2,3109,1,2031090001,2031090001,206,2050,PROSPECT AVENUE,2050 PROSPECT AVENUE,I.S. 219 (PAIRED W P234),PARKS,460,SPECIAL RECREATIONAL FACILITY - OUTDOOR,C,1,3,CULTURAL & RECREATIONAL USE,,,,1015591,247565,40.846129,-73.886722,POINT (-73.886722 40.846129)
5,3684,3,5036840003,5036840003,502,395,HUNTER AVENUE,395 HUNTER AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,957526,149779,40.577745,-74.096202,POINT (-74.096202 40.577745)
5,4781,3,5047810003,5047810003,503,79,FOX BEACH AVENUE,79 FOX BEACH AVENUE,,PARKS,479,OTHER OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952655,140360,40.551875,-74.113693,POINT (-74.113693 40.551875)
3,874,11,3008740011,3008740011,307,,6 AVENUE,6 AVENUE,SITTING AREA (PARK),PARKS,411,NEIGHBORHOOD SITTING AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,987466,180291,40.661534,-73.988408,POINT (-73.988408 40.661534)
4,68,2,4000680002,4000680002,402,21-10,BORDEN AVENUE,21-10 BORDEN AVENUE,BORDEN SHELTER,DHS,732,TRANSITIONAL HOUSING - ADULT MEN,C,1,5,HEALTH & SOCIAL SERVICES USE,,,,998239,208849,40.739908,-73.949519,POINT (-73.949519 40.739908)
5,6507,75,5065070075,5065070075,503,,BERTRAM AVENUE,BERTRAM AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934099,133284,40.532368,-74.180414,POINT (-74.180414 40.532368)
3,7151,64,3071510064,3071510064,315,,WEST STREET,WEST STREET,LL- GRAVESEND ATHLETIC ASSOC,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,992284,155830,40.59439,-73.971072,POINT (-73.971072 40.59439)
3,784,158,3007840158,3007840158,307,,5O ST,5O ST,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,981780,174095,40.644527,-74.008901,POINT (-74.008901 40.644527)
1,1755,11,1017550011,1017550011,111,2058,MADISON AVENUE,2058 MADISON AVENUE,PS 133 PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1001276,234160,40.809375,-73.938496,POINT (-73.938496 40.809375)
3,2324,60,3023240060,3023240060,103,,,,,PARKS,1530,NO USE-WATERFRONT (ANY AGENCY),C,3,8,PROPERTY WITH NO USE,,,,994121,202124,40.721455,-73.964389,POINT (-73.964389 40.721455)
5,2856,15,5028560015,5028560015,501,256,HYLAN BOULEVARD,256 HYLAN BOULEVARD,ENG 152  BAT 21,FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,964703,162119,40.611634,-74.070402,POINT (-74.070402 40.611634)
4,429,13,4004290013,4004290013,402,,24 STREET,24 STREET,QUEENSBORO BRIDGE APPROACH,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1000311,212407,40.74967,-73.942034,POINT (-73.942034 40.74967)
5,7753,19,5077530019,5077530019,503,,HYLAN BOULEVARD,HYLAN BOULEVARD,LONG POND PARK ADDITION  R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921017,124622,40.508509,-74.227394,POINT (-74.227394 40.508509)
4,9327,26,4093270026,4093270026,409,87-52,118 STREET,87-52 118 STREET,PS 51 ECC,EDUC,217,EARLY CHILDHOOD CENTER,C,1,2,EDUCATIONAL USE,,,,1030963,193726,40.698287,-73.831536,POINT (-73.831536 40.698287)
1,646,1,1006460001,1006460001,102,40,10 AVENUE,40 10 AVENUE,THE HIGH LINE,PARKS,440,PARK,P,1,3,CULTURAL & RECREATIONAL USE,,,S,981992,209457,40.741588,-74.008148,POINT (-74.008148 40.741588)
5,7010,1,5070100001,5070100001,503,299,BLOOMINGDALE ROAD,299 BLOOMINGDALE ROAD,BLOOMINGDALE PARK,HPD,1410,IN USE-RESIDENTIAL STRUCTURE,C,2,9,PROPERTY WITH RESIDENTIAL USE,,,,924576,133242,40.532193,-74.214671,POINT (-74.214671 40.532193)
4,850,350,4008500350,4008500350,401,31-11,20 AVENUE,31-11 20 AVENUE,,SANIT,1013,OUTDOOR STORAGE - AGENCY VEHICLES,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L,,,1011122,224186,40.781974,-73.902968,POINT (-73.902968 40.781974)
5,6470,3,5064700003,5064700003,503,,DEISIUS STREET,DEISIUS STREET,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934294,133522,40.533022,-74.179714,POINT (-74.179714 40.533022)
3,2172,1,3021720001,3021720001,301,83,TAYLOR STREET,83 TAYLOR STREET,INDEPENDENCE TOWERS,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,994140,196352,40.705612,-73.964329,POINT (-73.964329 40.705612)
2,3356,42,2033560042,2033560042,207,268,EAST  211 STREET,268 EAST  211 STREET,PS 361 (X361 ANNEX),EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1018786,260259,40.880958,-73.875109,POINT (-73.875109 40.880958)
3,8158,35,3081580035,3081580035,318,875,WILLIAMS AVENUE,875 WILLIAMS AVENUE,PS 260 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1013559,177632,40.654187,-73.894371,POINT (-73.894371 40.654187)
4,15300,100,4153000100,4153000100,414,,2 ROAD,2 ROAD,BROAD CHANNEL WETLANDS,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1033459,162732,40.613202,-73.822761,POINT (-73.822761 40.613202)
5,5391,2,5053910002,5053910002,503,4746,AMBOY ROAD,4746 AMBOY ROAD,BROUGHAM COTTAGE,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,937014,135944,40.539685,-74.169946,POINT (-74.169946 40.539685)
3,4012,4,3040120004,3040120004,305,349,SCHENCK AVENUE,349 SCHENCK AVENUE,JERRY AND THE SENIOR GENTS GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1015300,184249,40.672344,-73.888066,POINT (-73.888066 40.672344)
2,5524,224,2055240224,2055240224,210,,GLENNON PLACE,GLENNON PLACE,LOCUST POINT MARINA,PARKS,463,MARINA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1038297,235898,40.813996,-73.804748,POINT (-73.804748 40.813996)
4,10829,167,4108290167,4108290167,412,,199 STREET,199 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1050636,199060,40.712802,-73.760536,POINT (-73.760536 40.712802)
2,2891,16,2028910016,2028910016,205,1768,CLAY AVENUE,1768 CLAY AVENUE,CLEOPATRA PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1010674,247422,40.845752,-73.904494,POINT (-73.904494 40.845752)
5,5559,100,5055590100,5055590100,503,,ARTHUR KILL ROAD,ARTHUR KILL ROAD,FUTURE BROOKFIELD PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,939264,145457,40.565808,-74.161914,POINT (-74.161914 40.565808)
4,4371,173,4043710173,4043710173,407,29-66,137 STREET,29-66 137 STREET,PS 242,EDUC,217,EARLY CHILDHOOD CENTER,C,1,2,EDUCATIONAL USE,,,,1030785,219769,40.769769,-73.831998,POINT (-73.831998 40.769769)
3,3677,10,3036770010,3036770010,316,173,SACKMAN STREET,173 SACKMAN STREET,BROWNSVILLE II URA,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1010409,184817,40.673918,-73.905696,POINT (-73.905696 40.673918)
1,96,12,1000960012,1000960012,101,201-3,FRONT STREET,201-3 FRONT STREET,,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,983277,196862,40.707018,-74.003509,POINT (-74.003509 40.707018)
4,14231,87,4142310087,4142310087,410,99-62,RAU COURT,99-62 RAU COURT,HAMILTON BEACH,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1031327,177497,40.65374,-73.830337,POINT (-73.830337 40.65374)
4,15845,29,4158450029,4158450029,414,,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1048535,156286,40.595412,-73.768522,POINT (-73.768522 40.595412)
3,1706,1,3017060001,3017060001,303,1569,TROY AVENUE,1569 TROY AVENUE,HARMONY PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1002436,186272,40.677932,-73.934435,POINT (-73.934435 40.677932)
3,5139,100,3051390100,3051390100,317,,EAST   28 STREET,EAST   28 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,997984,174639,40.64601,-73.950509,POINT (-73.950509 40.64601)
4,16004,85,4160040085,4160040085,414,,BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,ROCKAWAY COMMUNITY PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1042977,156115,40.594982,-73.788537,POINT (-73.788537 40.594982)
5,7558,100,5075580100,5075580100,503,,BOSCOMBE AVENUE,BOSCOMBE AVENUE,MEREDITH WOODS,PARKS,420,MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,C,1,3,CULTURAL & RECREATIONAL USE,,,,921415,130174,40.523751,-74.226014,POINT (-74.226014 40.523751)
3,875,1,3008750001,3008750001,307,,7 AVENUE,7 AVENUE,PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,988007,179803,40.660194,-73.986459,POINT (-73.986459 40.660194)
2,2277,2,2022770002,2022770002,201,,BROWN PLACE,BROWN PLACE,,DOT,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1005670,232184,40.803942,-73.922629,POINT (-73.922629 40.803942)
3,7244,1,3072440001,3072440001,313,864,AVENUE Z,864 AVENUE Z,PS 209 TRANSPORTABLE,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,995033,153067,40.586803,-73.961178,POINT (-73.961178 40.586803)
4,10889,1,4108890001,4108890001,412,,HOLLIS AVENUE,HOLLIS AVENUE,GLADYS WARREN TRIANGLE,PARKS,470,OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1049617,197047,40.707284,-73.764231,POINT (-73.764231 40.707284)
4,277,1,4002770001,4002770001,402,3030,THOMSON AVENUE,3030 THOMSON AVENUE,DDC HEADQUARTERS,DDC,110,AGENCY EXECUTIVE OFFICE,P,1,1,OFFICE USE,L,,,1001963,210368,40.744071,-73.936077,POINT (-73.936077 40.744071)
5,6600,126,5066000126,5066000126,503,,CORNELIA AVENUE,CORNELIA AVENUE,,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,931931,128989,40.520566,-74.18818,POINT (-74.18818 40.520566)
5,6382,11,5063820011,5063820011,503,00668,SYCAMORE STREET,00668 SYCAMORE STREET,,HPD,1410,IN USE-RESIDENTIAL STRUCTURE,C,2,9,PROPERTY WITH RESIDENTIAL USE,,D,,936512,134208,40.534917,-74.17174,POINT (-74.17174 40.534917)
5,3545,43,5035450043,5035450043,502,,HUSSON STREET,HUSSON STREET,NEW CREEK BLUEBELT  PHASE 3,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,956694,152138,40.584217,-74.099207,POINT (-74.099207 40.584217)
5,1152,75,5011520075,5011520075,501,,MORNINGSTAR ROAD,MORNINGSTAR ROAD,,DSBS,852,RAIL LINE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,943638,170540,40.634677,-74.146322,POINT (-74.146322 40.634677)
3,1367,22,3013670022,3013670022,308,188,ROCHESTER AVENUE,188 ROCHESTER AVENUE,I.S. 394,EDUC,212,INTERMEDIATE SCHOOL,C,1,2,EDUCATIONAL USE,,,,1003967,184370,40.672708,-73.928921,POINT (-73.928921 40.672708)
5,6511,44,5065110044,5065110044,503,,RUGGLES STREET,RUGGLES STREET,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,933469,133440,40.532792,-74.182681,POINT (-74.182681 40.532792)
3,3604,1,3036040001,3036040001,316,411,THATFORD STREET,411 THATFORD STREET,PS 41 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1010072,179911,40.660453,-73.906929,POINT (-73.906929 40.660453)
3,6883,1,3068830001,3068830001,313,2630,BENSON AVENUE,2630 BENSON AVENUE,LAFAYETTE HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,C,1,2,EDUCATIONAL USE,,,,988059,155344,40.593059,-73.986285,POINT (-73.986285 40.593059)
1,2042,30,1020420030,1020420030,110,301,WEST  140 STREET,301 WEST  140 STREET,PLAYGROUND FOR PS 123,EDUC,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,999460,238195,40.820453,-73.945047,POINT (-73.945047 40.820453)
2,4876,1,2048760001,2048760001,212,4111,LACONIA AVENUE,4111 LACONIA AVENUE,NYPD 47TH PRECINCT,NYPD,510,POLICE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1026387,262634,40.887443,-73.847606,POINT (-73.847606 40.887443)
1,260,70,1002600070,1002600070,103,656,WATER STREET,656 WATER STREET,VLADECK PARK,NYCHA,441,NEIGHBORHOOD PARK,O,1,3,CULTURAL & RECREATIONAL USE,,,,989234,198828,40.712413,-73.982022,POINT (-73.982022 40.712413)
4,12325,1,4123250001,4123250001,412,,SAYRES AVENUE,SAYRES AVENUE,ST ALBANS MEMORIAL PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1045052,191558,40.692251,-73.780746,POINT (-73.780746 40.692251)
5,2282,87,5022820087,5022820087,502,,MACE STREET,MACE STREET,RICHMOND CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,945400,148249,40.5735,-74.139845,POINT (-74.139845 40.5735)
3,1422,140,3014220140,3014220140,309,,TROY AVENUE,TROY AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1001609,181302,40.664292,-73.937429,POINT (-73.937429 40.664292)
2,5625,355,2056250355,2056250355,210,,EASTCHESTER BAY,EASTCHESTER BAY,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1043422,244813,40.838432,-73.786155,POINT (-73.786155 40.838432)
4,7519,6,4075190006,4075190006,411,,EAST HAMPTON BOULEVARD,EAST HAMPTON BOULEVARD,ALLEY POND PARK,PARKS,442,COMMUNITY PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1054191,214447,40.755008,-73.747552,POINT (-73.747552 40.755008)
3,3432,40,3034320040,3034320040,304,41,COOPER STREET,41 COOPER STREET,COOPER ST BLOCK BUSTER GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009008,188741,40.684693,-73.910732,POINT (-73.910732 40.684693)
3,8876,2850,3088762850,3088762850,315,,BARTLETT PLACE,BARTLETT PLACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1004367,153637,40.588352,-73.92757,POINT (-73.92757 40.588352)
4,16159,12,4161590012,4161590012,414,320,BEACH  104 STREET,320 BEACH  104 STREET,I.S. 323 (OLD IS 180),PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1032815,152296,40.584561,-73.825155,POINT (-73.825155 40.584561)
